Downloaded from wid.world on 23-09-2022 at 04:00:26
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1950;Unnamed: 4
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1951;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1952;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1953;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1954;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1955;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1956;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1957;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1958;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1959;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1960;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1961;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1962;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1963;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1964;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1965;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1966;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1967;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1968;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1969;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1970;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1971;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1972;
Afghanistan;"shweal_p99p100_z_AF
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1973;
