Downloaded from wid.world on 23-09-2022 at 04:03:05
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1950;Unnamed: 4
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1951;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1952;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1953;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1954;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1955;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1956;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1957;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1958;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1959;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1960;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1961;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1962;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1963;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1964;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1965;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1966;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1967;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1968;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1969;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1970;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1971;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1972;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1973;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1974;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1975;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1976;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1977;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1978;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1979;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1980;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1981;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1982;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1983;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1984;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1985;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1986;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1987;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1988;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1989;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1990;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1991;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1992;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1993;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1994;
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1995;0.0481
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1996;0.0483
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1997;0.0482
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1998;0.048
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;1999;0.0481
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2000;0.0481
Afghanistan;"shweal_p0p50_z_AF
Net personal wealth
Bottom 50% | share | adults | equal split
";p0p50;2001;0.0478
